;GB00B0H2K534;IT0001063210;GB00B1VNSX38;GB00BMSKPJ95;DE0005909006;IT0004827447;NO0003028904;GB00B3MBS747;NL0009739416;DE0007480204;GB00BYN59130;NO0003078800;GB0009292243;ES0152503035;IT0005252140;GB00B0WMWD03;FR0011594233;FR0000077919;ES0184262212;CH0010532478;IT0003261697;IT0000066123;DK0060745370;DE0005408116;FI0009002422;GB0009457366;GB00B0N8QD54;BE0003593044;BE0974268972;DK0060636678;GB00BZ0XJR39;GB00B62G9D36;GB0000282623;CH0000816824;NL0006294274;SE0000806994;SE0000117970;JE00B5TT1872;DE0003304002;FR0000124570;GB00B1ZBKY84;SE0000455057;GB0000961622;DK0060495240;GB00B0ZSH635;CH0267291224;BE0974276082;SE0000936478;SE0007871645;GB00B2PDGW16;GB0007990962;DE000A0LD6E6;IT0005211237;SE0000872095;ES0115056139;DK0010311471;GB00BVFNZH21;IT0001233417;GB00BZ02MH16;CH0126673539;GB00B0LCW083;CH0225173167;GB00B06QFB75;AT0000831706;SE0000950636;CH0011795959;NL0000360618;DE0005565204;DE000A12DM80;GB0000608009;DE000SHA0159;NL0010801007;GB0006834344;SE0000652216;FR0000120859;NL0000852580;SE0007074281;SE0000862997;DK0060738599;SE0002683557;GB0001500809;GB0004161021;NO0003053605;GB0001001592;SE0000108847;CZ0008019106;LU0061462528;CH0021783391;GB00B0HZP136;GB00BLT1Y088;LU1072616219;GB0009697037;GB00BRS65X63;FR0000035081;GB00BNGWY422;IM00B5VQMV65;GB00B53P2009;GB0007668071;NL0000334118;FR0000064578;DE0005501357;GB00BK1PTB77;NO0010582521;FI0009000285;JE00BYVQYS01;IT0005252207;CH0043238366;IT0000072170;CZ0005112300;GB0031698896;GB00BD6GN030;FR0010096479;FR0000125585;GB0034264548;NL0009432491;SE0008321293;DE0005773303;CH0038389992;GB00BYT1DJ19;AT00BUWOG001;BE0974256852;GB00B83VD954;CH0009002962;GB00BYQ0JC66;GB00B5N0P849;FR0000130213;FR0000121121;FR0000120966;BE0003826436;GB00BZ6STL67;NL0011821392;DK0010287234;ES0105066007;GB00B1H0DZ51;IM00B7S9G985;IT0003796171;FR0000120222;FR0011950732;AT0000606306;GB0003096442;SE0000112385;LU0075646355;BE0003818359;FR0000121725;ES0124244E34;DE0007165631;GB0059822006;SE0000163628;GB00B7KR2P84;SE0000825820
2015-11-26;5.0743311;219.50261;0.7330366600000001;1.0798363;316.1543;248.02767;3933.9395;2.0205564000000003;47.403046;405.99952;94.253946;927.89771;19.350962;173.99215;1272.4075;1.5857804999999998;290.24512;242.98366;3800.897;1188.7493;762.67457;419.81812;;223.58252;49.054245;1436.355;4.4926148;321.71753;176.51815;448.48414;810.60813;4.4085962;14.981934;79.090699;236.4198;1384.909;732.32178;8.5564332;335.63526;16692.583;3.2457398;39.36113;39.995674;1456.1666;809.35938;79.868393;185.15777;932.56714;2852.0259;1412.8919;11.684541999999999;206.95168;;272.62842;199.55669;9768.9571;1852.9332000000002;292.67383;23.434336;134.89304;8.237658699999999;114.45397;9.4579712;2977.3636;1321.49;819.24048;2592.3848;972.63941;104.08936;12.027242000000001;126.53992;154.58469;6.908034699999999;629.52686;9071.5391;1434.095;1534.868;885.59253;3296.6119;579.43775;91.359009;14.271844000000002;609.89942;29.160401;1493.6744;339.19629;236.27546;1031.7698;730.2668799999999;1.1871238;1.1513231;10.849456;1.6158275;2038.723;1.4885856000000002;4.1913331;3.3781396999999997;1740.6413;587.97852;6433.793;421.18604;9.1936622;352.52564;764.31324;1.7860137;662.15552;79.138093;186.95044;879.094;3.8870142;;406.39698;7270.6641;3.1010669;613.16651;8743.6758;225.04397;1793.5616;19.955284;148.76615;38972.622;16.258209;489.36402;11.034253000000001;3.485647;537.48584;26477.153;13147.52;550.3584;;;555.54249;107.79336;1.0436841;4.3183863;102.7612;520.51807;125.05269;47.734482;1671.26;502.34913;146.09882;636.26368;40669.727;447.85914;5604.5508;300.17042;985.89747;6.6263306;4258.1602
2015-11-27;5.0362037;220.44651;0.72467515;1.0961727;314.08521;247.82287;3884.157;2.0361118;47.417893;409.79004;94.893868;918.04395;19.391717;175.37368;1262.3152;1.5790560999999999;299.34058;244.27001;3832.0904;1191.2503;767.49122;415.23926;;215.51969;46.29802;1441.4844;4.4926148;322.85084;176.17608;445.83814;819.5675;4.3945484;14.770535;79.836823;239.43021;1398.4976;718.85987;8.4870362;331.96143;16601.875;3.2539355999999997;39.598237;40.01148;1461.8919;815.74875;80.460495;186.62472;938.84083;2848.4874;1426.2369;11.722437;206.1979;;275.83106;201.09191;9838.3633;1816.7782;296.0691;23.480691;130.70635;8.241491700000001;115.88108;9.531860400000001;2969.0318;1329.1014;828.60669;2590.4105;973.37085;103.26464;11.996424;126.23578;156.75683;6.9402344000000005;630.91236;9021.8711;1443.2803;1533.1854;895.9983;3267.3736;583.72828;91.359009;14.391108999999998;607.61524;29.397858999999997;1492.0259;341.86768;235.82303;1030.969;734.6631299999999;1.1904676;1.1726578;10.98115;1.6124598;2058.9754;1.4962586;4.147212;3.4326368;1744.3794;592.12354;6464.7774;422.22364;8.9967188;351.77247;775.99146;1.7939142000000001;661.75367;76.736893;186.43543;866.03077;3.9134350999999996;;408.86915;7074.7969;3.1010669;610.46851;8719.5938;225.12256;1795.0894;19.971683;149.11718;39147.766;16.348755;487.51563;11.106148000000001;3.4455835;542.06812;26557.325;13126.34;550.3584;;;556.06641;108.24857;1.0430861;4.3102906;105.22388;517.17505;125.32737;47.558976;1660.6694;508.88038;143.63129;640.10987;40687.036;448.37769;5594.4219;299.31836;1008.4969;6.6466944;4258.1602
2015-11-30;5.242734400000001;218.2441;0.69711274;1.1027073;314.12012;250.07583;3830.7344;2.0555562;46.987092;400.56275;96.08234399999999;914.75953;19.717808;176.67394;1270.0787;1.6071769;299.67334;243.99183;3922.2813;1204.5882;776.16187;416.38379;;217.01659;48.201127;1467.1338;4.5209693;320.09839;174.84571;454.76807;826.64125;4.4206348;14.845547;73.867722;240.2466;1440.962;725.0525;8.5841895;332.09253;17311.872;3.3399976;39.706025;40.580818;1452.3497;827.10813;80.263138;182.90302;935.07667;2866.18;1447.0888;11.785596;206.30954;;276.03125;199.61686;10050.922;1827.825;301.04883;23.596590000000003;130.19578;8.2912745;116.07137;9.531860400000001;3076.4246;1322.4417;825.48462;2625.9498;997.01929;103.57392;12.173633;126.23578;158.22016;6.9445264;608.14649;9104.1836;1432.9041;1563.4786;912.97632;3303.9214;625.99024;91.359009;14.639571;609.51905;29.279128999999998;1536.1998;347.27735;234.12649;1035.7752;747.4131299999999;1.1871238;1.185758;10.849456;1.6461403000000001;2049.1558;1.5072887;4.1086084;3.4195582;1773.0369;591.96729;6502.7305;421.74463;8.9967188;352.27466;804.89429;1.8318358000000001;668.18238;81.153061;190.29805;855.54346;3.9365528;;413.05298;7114.2344;3.1010669;615.6399;8839.9883;227.44056;1807.3113;20.102859000000002;147.4789;39114.399;16.419179999999997;494.44703;11.318951;3.4425;544.60279;26848.469;13189.875;555.40845;;;562.09351;111.59188;1.0463756;4.3642701;105.14925;518.35499;125.6363;47.25586;1707.2694000000001;519.25416;142.19187;648.48902;40538.969;448.89649;5641.2735;301.02198;1024.034;6.732219300000001;4393.5899
2015-12-01;5.2999292;220.55138;0.78382599;1.1349718;315.10206;248.23246;3812.5218;2.0605561;46.942521;406.04932;96.63086;950.8899;19.75856;178.21802;1260.7625;1.6285732;302.07691;246.49502;3906.0069;1179.5794;772.3086;426.97242;;217.05054;47.61052;1448.6663;4.5178199;323.0127;176.74621;455.42945;835.12938;4.4286622;14.801221;72.599274;236.2922;1477.7647;727.20655;8.771557699999999;336.22559;17352.532;3.3635596;40.07248;41.498047;1471.4344;828.5281299999999;80.460495;179.45307;917.82447;2873.2569;1453.76;11.867706;207.6496;;278.8335;196.99785;10111.653;1833.8513;301.04883;23.64295;133.76978;8.4176539;116.07137;9.6303809;3089.3843;1331.9556;826.10914;2689.1304;972.15186;101.03093;12.327729999999999;127.11023;161.76409;7.041128;608.14649;9089.9922;1414.1939;1567.6858;912.42872;3316.1041;592.95264;91.359009;14.40105;629.88697;29.302876;1554.9898;348.94678;233.22164;1041.3826;748.7318799999999;1.1826648;1.1947411;10.697503;1.6537183;2093.0359;1.4626890000000001;4.1030933;3.4181055;1776.775;597.91114;6584.8399;421.26587;8.9609107;358.30054;806.64576;1.84711;672.2002;82.261292;188.238;863.823;3.9827857;;416.66626;6750.1094;3.2022803;609.344;8849.0196;225.90831;1792.0337;20.381609;149.19515;38864.208;16.600271;501.37867;11.471368;3.4609913;544.2129;26818.93;13244.942;549.92847;;;571.26539;111.45362;1.0499642;4.3534742;104.92537;496.72413;127.69593;48.308823;1717.1544000000001;516.18042;148.36071;636.40088;39435.161;450.45191;5528.5743;297.06128;1042.396;6.703713400000001;4280.2071
2015-12-02;5.242734400000001;217.92951;0.7804194699999999;1.2097107;314.15528;245.97959;3704.461;2.1116672;45.783814;405.30127;96.44800800000002;947.05787;19.656653;177.89295;1256.1045;1.6297962999999998;297.60279;250.84084;3948.7281;1189.5831;775.84083;427.25855;;215.82586;46.593339;1467.1338;4.5461744;320.97266;176.97425;459.72925;819.09625;4.4376929;14.72962;71.181626;236.4708;1494.7503;731.51392;8.7091016;352.95484;17283.723;3.2170508;39.813797;42.193906999999996;1530.597;830.6581299999999;81.249985;182.30538;918.45167;2912.1802;1452.9263;11.823492000000002;209.43631;;276.03125;198.32242;9955.4883;1811.7563;300.82276;23.64295;133.97402;8.4291431;118.25959;9.5441749;3149.5604;1309.1221;824.23584;2664.4505;983.73218;101.54644;12.458711000000001;130.03808;154.56188;6.9745801;612.69996;9172.3047;1411.6419;1556.7466;915.167;3281.9927;593.16749;91.359009;14.391108999999998;631.79053;29.65907;1572.1319;341.26661;232.85407;1039.7806;846.775;1.1269316999999999;1.1786463999999999;10.758284000000002;1.6444565;2102.5484;1.460291;4.1251539;3.4333643;1768.0525;593.06202;6556.9532;417.99341;8.8848194;357.04517;807.22925;1.8676508;676.21827;82.328446;188.753;842.29639;4.0268189;;414.95459;6598.9375;3.1613648;600.87476;8924.2657;226.9298;1811.8943;20.479991;149.6632;38835.016;16.771307;503.68921;11.27294;3.4116822;543.23804;27046.786;13194.114;541.65503;;;569.95508;109.24727;1.0529548;4.350774;107.01493;491.02149;125.56759;47.862107;1703.0332;515.79615;146.92132;642.30738;39196.7;448.20508;5829.9493;297.35938;1038.8648;6.7729493000000005;4245.5625
2015-12-03;5.2840406;212.89553;0.75688294;1.1831643;304.54615;241.26886;3665.6048;2.0950007;45.115326;395.82447;93.339727;926.80298;19.187918;174.56101;1225.0513;1.6377433;285.43848;244.5133;3875.4903;1159.5726;754.32544;411.5188;;211.81147;45.64177;1449.4869;4.4913549999999995;315.17627;174.35155;450.1377;809.19375;4.312277900000001;14.559141;70.584702;235.24621;1470.4039;723.43677;8.577251;348.49366;16949.055;3.2938916999999996;39.210236;42.035782;1515.3294;820.0081299999999;80.263138;179.29009;904.64917;2919.2574;1459.5988;11.659277999999999;204.02034;;273.62916;195.13146;9968.5;1802.7182;297.87989;23.457514999999997;136.83321;8.2836182;117.78389;9.531860400000001;3072.7205;1288.1912;812.37183;2603.2442;948.38135;101.03093;12.358545;126.53992;153.83021;6.789965899999999;612.10596;8932.461;1377.1121;1538.2339;902.02271;3179.659;570.21314;91.359009;13.973689;618.65601;29.255384;1540.1553;333.85376;228.16022;1033.3721;850.7318799999999;1.1286034;1.1588088;10.535419999999998;1.6394039;2023.6871;1.4588521;4.1747876;3.3672413;1734.4113;575.93433;6361.754;412.56592;8.853488800000001;351.27027;797.59546;1.8223554999999998;642.46753;81.404923;185.66291;857.19922;3.9695777;;406.58716;6464.1993;3.1462891;579.96363;8815.9102;224.17962;1764.5347;19.74868;148.02503;38605.661;16.469485;506.92383;11.238431;3.4455835;529.58887;26367.45;12829.844;532.25293;;;571.26539;110.13758;1.0661129;4.3723682;106.56717;482.36915;122.78711;47.367539;1674.7907;510.60962;143.93972;627.33497;38764.024;438.52515;5889.4649;291.48194;997.19727;6.6385474;4129.0274
2015-12-04;5.1537671;216.77587;0.71166825;1.1500829000000001;306.51001;244.75071;3642.5367;2.1183339;45.249024;393.63013;92.882657;900.52613;19.147149;175.86127;1204.0904;1.6169585;283.25709;243.64414;3857.1817;1150.4026;750.15064;412.66358;;212.01558;45.444916;1441.1025;4.5300464;313.94581;176.97425;450.1377;812.49438;4.2922095;14.228404000000001;69.316269;233.15427;1451.1539;718.05201;8.660525;350.00269;16642.536;3.2170508;39.986252;42.162304999999996;1526.7801;816.45875;78.815766;178.90973;896.49415;2936.9498;1458.765;11.646646;200.69816;;266.82349;198.8041;9847.0391;1795.6882;302.40699;23.272081;134.38248;8.2606421;115.21511;9.568806200000001;3125.4917;1280.5801;814.86963;2612.1287;958.25513;104.29558;12.327729999999999;126.61593;154.85912;6.6761915;626.35914;8855.8204;1374.731;1492.7938;860.39942;3204.0242;567.42408;91.359009;14.132706;635.59766;29.279128999999998;1541.8038;333.92042;228.32987;1025.3614;859.525;1.1185715;1.1546703;10.555682;1.6478243000000001;1985.9446;1.4703618;4.246481999999999;3.3592481;1723.1975;570.85059;6359.4297;412.24659;8.7594922;351.52125;803.72608;1.8244622000000001;640.45875;82.311661;186.95044;836.22486;4.0411304;;401.26221;6428.0469;3.1893604;572.84327;8824.9415;224.41533;1761.4791;20.080591;147.43985;38809.997;16.399061;518.47632;11.129151;3.4024365999999997;527.05396;26215.547;12829.844;524.62403;;;557.63868;110.33262;1.0487681;4.3777637;105.37314;485.12208;124.88111;47.734482;1700.0357000000001;508.11207;136.74273;615.04102;39590.918;438.698;5866.6719;293.48365;1033.2149;6.821818899999999;4012.4976
2015-12-07;4.8646215999999995;212.79062;0.70485489;1.1545752;310.36768;245.3651;3705.6734;2.0638897;44.892502;400.6128;94.16254;881.36597;19.320394;171.71666;1176.1424;1.6267395999999998;282.51758;245.76494;3919.5691;1152.0699;765.24366;409.51563;;209.15787;42.983979;1429.5738000000001;4.5397193;315.62964;180.5472;455.76026;809.19375;4.2942164;13.638538;68.49553;237.69541;1495.3172;726.39869;8.7507398;348.55933;16955.309;3.3010645;40.503586;42.257188;1507.6954;827.10813;78.552613;179.80623;901.82642;2929.8729;1472.1094;11.634014;205.36036;;266.22291;200.51993;9968.5;1814.77;302.85987;23.364795;134.79093;8.3257471;116.07137;9.605752;3162.523;1307.2193;834.22657;2536.1146;981.29419;108.43644;12.242979;125.55129;155.01912;6.723418000000001;622.00416;8936.7188;1369.1175;1512.1482;869.16211;3221.0799;570.85669;91.359009;14.301663000000001;642.45044;29.492847;1565.5389;333.92042;228.83883;1030.969;844.1375;1.1208007;1.1114032;10.444249;1.6419301;1996.3775;1.4857079;4.3843531;3.3723267;1723.1975;572.18018;6399.711;421.42554;8.6431177;356.04078;810.73292;1.8428962999999998;658.13746;82.731461;190.16929;827.94532;4.0301221;;406.39698;6370.211;3.1979737;569.99512;8939.3165;228.50136;1787.4507;20.163567;147.24488;39135.254;16.841731;521.71094;11.060132000000001;3.3315503;536.9983;26472.938;13003.508;527.14917;;;581.48511;111.30782;1.0661129;4.3183863;106.71641;483.3523;128.79432;46.729371;1694.9869;516.75684;132.32174;615.10962;39998.602;437.48804;6041.418;293.86695;1052.2833;6.944001500000001;3936.9092
2015-12-08;4.8773316;207.1274;0.6772924899999999;1.1382389000000002;304.30054;243.31702;3704.461;1.9588897;44.090333;392.28321;93.24832099999999;865.49048;19.269441;168.79107;1145.8655;1.6322414;276.5647;243.43554;3892.4434;1140.3992;744.04932;396.63794;;198.33928;40.194947;1420.1413;4.5107007;313.33057;178.55166;449.47632;801.64875;4.2831812000000005;13.345308;66.704789;232.72054;1462.4776;713.20582;8.4107032;346.59107;16583.11;3.2775;39.770691;41.498047;1503.8785;824.26875;77.03946;180.92002;883.94703;2926.3343;1466.2713;11.589803;199.38604;;263.82105;196.03452;9708.2266;1801.7132000000001;298.55909;23.035646999999997;133.56554;8.237658699999999;113.50257;9.5257032;3162.523;1290.0943;821.11377;2487.7417;946.55274;107.38834;12.019539;121.82512;153.69303;6.6826319000000005;617.84717;8712.4844;1331.1858;1486.9036;854.92261;3245.4449;558.19947;91.359009;14.132706;621.89185;29.397858999999997;1533.233;326.84131;224.99331;1005.3348;829.18875;1.1090967;1.0805514999999999;10.170733;1.6293004;1968.4537;1.4866674;4.4229590000000005;3.3258228;1695.7857000000001;554.97413;6389.6407;414.56128;8.62969;352.52564;799.93067;1.8207753;648.09253;81.824708;186.56418;789.30787;4.0345264;;400.6919;6110.5899;3.1936669999999996;557.25391;8710.5625;226.34049;1772.1734;20.0474;147.24488;38639.028;16.268265;519.86255;11.1119;3.3161426;528.12647;26093.18;13007.743;520.48731;;;577.29249;110.20257;1.0688045;4.237417;107.16419;479.41944;124.19452;46.729371;1657.4807;506.76758;132.42454;697.3899;39358.243;429.19117;5975.5704;288.11744;1010.6158;6.8869849;3968.4046
2015-12-09;4.9504126;200.83492;0.6943252599999999;1.1317043;301.56519;242.49775;3618.253;1.9955562;43.867493;387.39527;92.059844;876.43921;18.393094;166.35306;1166.0501;1.6499701;270.61207;242.184;3892.4434;1120.3921;745.97584;393.20386;;202.6939;40.260575;1419.0932;4.5203736;312.06763;177.37185;448.15333;797.87625;4.3012403;13.751055;66.182496;234.48087;1453.418;716.70606;8.5078541;346.39429;16852.098;3.410691;39.792252;42.352070999999995;1484.7938;827.10813;75.065766;174.45469;879.2417;2919.2574;1452.9263;11.539275;197.87851;;262.41993;195.85392;9621.4688;1803.7219;300.14356;23.063467;132.34018;8.0346851;112.93175;9.5072315;3085.6802;1291.9969;817.36719;2539.076;937.16651;104.62204;12.058062;122.31945;153.71592;6.661164599999999;615.27344;8736.6094;1317.7481;1481.8545;845.61207;3255.191;565.27881;91.359009;14.083010999999999;627.41236;29.041666;1515.761;328.97852;222.33535;1004.5337;815.99938;1.1174568999999999;1.0673833000000001;10.221382;1.6335099;1932.5521;1.4574132;4.4284742;3.3323609;1675.85;559.43213;6312.9571;412.48609;8.5535987;351.52125;792.92432;1.7902274;635.63697;81.270585;185.4054;797.21949;4.071953199999999;;399.55079;6214.4375;3.1376758000000002;554.70557;8665.4141;226.69407;1763.0069;20.0474;145.09964;38405.508;16.429244;514.31739;11.146409;3.4055176;523.1543;26143.817;12876.438;514.36255;;;568.90699;111.3729;1.0930274;4.2050293;105.8209;479.61597;123.71401;44.192688;1668.2994;506.19117;136.74273;717.71949;41475.469;426.9441;6018.625;288.28785;1018.3843;6.8625489;3996.75
2015-12-10;4.988542499999999;204.19092;0.68224747;1.1206775;297.74244;241.67846;3592.7542;1.8655561;44.209168;389.88917;93.065469;862.20582;18.342139;163.67125;1183.9058;1.6609737000000002;262.51465;241.59292;3849.0435;1108.7215;744.04932;393.77613;;199.39391;44.165238;1415.9488000000001;4.4333179000000005;312.13233;176.62459;439.88477;789.3881299999999;4.3544166;13.894258;66.928635;231.03673;1446.6241;714.01368;8.4731568;345.01661;16952.184;3.3686841;39.835358;42.383711000000005;1469.5259;813.61875;75.657868;172.77047;881.75147;2940.4883;1437.0788;11.444537;198.54851;;259.61744;195.61312;9530.3711;1812.7613000000001;299.01172;22.840943000000003;127.84716;7.9963917;112.36091;9.488757399999999;3052.3528;1288.1912;827.35792;2529.2042;924.24512;104.98285;12.073471999999999;124.8669;154.26464;6.6182325;608.93873;8719.5782;1286.6204;1477.6473;843.42139;3260.064;566.35157;91.359009;14.102886000000002;647.78028;29.492847;1511.1453;326.77466;222.25052;993.31885;811.1631299999999;1.1157848;1.0869477;10.1915;1.6419301;1923.9603;1.4506994;4.4505323;3.2894898;1670.8657;552.78418;6289.7188;403.22754;8.6117847;348.75928;793.80005;1.7891740999999999;635.23536;82.160523;183.86036;807.33887;4.0422315;;403.54444;6153.9688;3.1936669999999996;550.13355;8623.2813;227.44056;1752.3128;19.848252;145.33367;38401.336;16.05699;510.15845;11.175164;3.5657764;519.54688;25932.844;12918.793;511.94507;;;568.64478;110.59264;1.0592348;4.202329199999999;105.22388;477.45289;119.42315;44.910615;1663.9719;511.95411;136.22866;733.37891;41673.543;423.14136;5757.7696;285.94556;1038.865;6.9195679;3984.1521
2015-12-11;4.8264942;200.52033;0.6568530300000001;1.0924972;290.20264;233.48597;3545.4024;1.8005562;44.134888;387.04615;91.008555;835.38184;18.240232000000002;164.32139;1159.8394;1.6475243;254.89818;237.80338;3782.5875;1093.7161;718.68042;378.89502;;195.48157;42.426194;1397.0832;4.4139747;310.51319;175.40542;431.94703;778.5425;4.3072608;13.280527999999999;65.734818;226.16393;1413.2186;706.74439;8.4245801;337.14429;16376.68;3.3799536999999997;38.865342;42.099024;1435.1734;809.35938;75.394715;168.26104;863.2439;2922.7957;1444.5863;11.292952;193.27213;;262.01954;190.85671;9248.4102;1783.6363000000001;291.31568;22.479344;126.62179;7.8968165;110.45809;9.3532911;3025.504;1275.8233;814.24512;2435.4202;887.55323;104.02067;11.919375;123.1939;153.3729;6.5194825000000005;602.01001;8543.5977;1278.6258;1443.1463;841.77833;3230.826;559.48682;91.359009;13.784854000000001;630.0774;29.682815;1483.1246;323.56885;219.11187;970.08814;804.56813;1.1146702;1.0797991;10.084488;1.6461403000000001;1886.8316;1.453577;4.5828907;3.2081055;1630.9944;543.94654;6194.4415;394.80713;8.2939917;345.99732;772.48829;1.7749532;631.61915;79.138093;182.44407;783.60401;4.0191138;;402.59351;5996.2266;2.8943287;541.51417;8454.7227;222.88309;1714.1194;19.599319;144.28045;38034.375;15.433228;499.99244;11.091768;3.5534498;509.30982;25337.899;12834.079;504.47706;;;554.23218;105.32634;1.0520574999999999;4.2347193;103.73134;468.60401;121.86033;43.091858;1644.4975;499.27515;131.70485;730.76905;40960.106;417.78296;5524.7735;280.96241;1004.2598;6.752583100000001;3823.5262
2015-12-14;4.8550904;195.90583;0.65003968;1.1010737;282.13648;226.52237;3535.6883;1.8133339000000002;43.377274;387.04615;91.09996100000001;834.28687;18.01605;163.99633;1137.3257;1.6475243;245.13703;237.66428;3743.2559;1080.3782;695.23804;370.88209;;193.10021;41.212128;1406.5163;4.4139747;307.89014;173.91092;437.9004;769.5825;4.2239844;13.089585;63.347168;225.24553;1390.5709;694.09034;8.4107032;332.48609;15794.93;3.4004444;38.692902;41.751094;1442.8072;817.87875;74.999985;169.75509;860.42115;2919.2574;1457.0969;11.17295;189.25202;;254.61339;195.07119;9179.004;1772.5894;296.52198;22.493252000000002;126.21332;7.8432007;114.73942;9.3594507;2970.8824;1247.2813;808.62525;2418.6377;867.19605;104.51891;11.965604;122.43351;152.75559;6.472258399999999;599.23804;8442.836;1252.6009;1437.2557;830.82471;3240.5718;559.27198;91.359009;13.516506999999999;606.47315;29.611575;1478.5098;320.43018;216.53872;959.67408;804.56813;1.1230304;1.0775419;9.941806699999999;1.6335099;1840.4966;1.4492608999999999;4.5498023;3.1761353000000003;1624.7644;529.47803;6158.8086;388.74097;8.1462842;346.24854;770.15259;1.7328177;613.94019;77.845139;182.57282;785.26026;4.0158106;;401.07203;5904.2071;2.8383375;525.40015;8195.879;219.89719;1698.8421;19.483152;143.11034;37734.137;15.513708999999999;489.36402;10.988240000000001;3.4733204;505.41016;25135.368;12664.653;494.69922;;;553.70801;105.52138;1.04189;4.2050293;100.74627;457.5918;122.78711;42.501557;1622.1382;482.94654;129.03168;709.06568;40065.907;407.58472;5453.8633;272.01856;983.07276;6.7159302;3773.1338
2015-12-15;5.112461;201.8837;0.65282685;1.1664193;285.85401;233.69077;3559.972;1.8411118;44.298295;392.43287;88.58589900000001;839.21387;18.433848;171.79793;1177.6951;1.6591396;261.99708;237.94246;3854.4686;1122.0594;721.89136;396.06543;;196.80843;43.476166;1411.7563;4.5332691;313.20093;173.98954;433.9314;781.84313;4.3142847;13.147549;65.063279;228.56206;1406.9905;696.78272;8.4107032;342.52369;17202.399;3.5326098999999997;39.468903;42.636719;1461.8919;827.81875;75.657868;172.66178;890.84766;2961.7193;1476.2794000000001;11.431902000000001;195.28219;;263.82105;198.35254;9265.7618;1753.5075;306.02881;22.956839;126.92811;8.088300799999999;117.02277;9.562649;3024.5801;1266.3091;822.98707;2548.948;895.11084;102.47428;12.250682;123.57415;152.59553;6.6504297;606.95899;8543.5977;1266.3787;1485.2205;851.08887;3274.6832;551.33448;91.359009;13.774913;623.98584;31.677503;1509.4971;315.55494;218.68769;978.89991;838.86125;1.1297185;1.0861953;10.059009;1.6082496;1868.1136;1.4770759;4.5773755;3.2451636;1640.9625;582.66041;6250.2149;394.4878;8.2268506;350.01465;804.01783;1.6985830000000002;638.04786;80.783646;187.33669;781.94849;4.1236939;;413.24317;6046.1758;2.9180176;534.54395;8289.1797;227.63701;1770.6456;19.947828;146.03573;40031.797;16.016749;500.45435;11.255684;3.5965967;518.57203;25574.188;12825.61;503.77881;;;554.75635;108.51217;1.0700007;4.2644068;102.08956;465.85084;127.24967;43.96933;1629.3507;490.43873;133.55549;718.81861;41465.852;417.48902;5571.629;269.16529;1035.3338;6.9073487;3949.5071
2015-12-16;5.118816;203.35193;0.70268708;1.2252303;288.5542;235.73894;3419.129;1.8438897;44.833085;395.97413;90.505743;852.89966;18.433848;169.11614;1186.2347;1.6676981;271.64722;240.06318;3844.9749;1135.3973;737.30591;396.92408;;197.86306;42.163682;1416.9969;4.5590625;312.06763;175.32668;436.5774;792.68875;4.3614405;13.471465;65.21251;230.11834;1402.4607;700.82129;8.500915599999999;342.72046;17515.168;3.6217457;40.094025;42.004141;1454.2581;834.9175;74.999985;176.13892;876.41822;2944.0267;1447.0888;11.514009000000001;197.90642;;264.02125;199.67702;9252.7461;1786.6494;287.24146;22.952205;127.03023;8.2261695;116.35679;9.5257032;3139.378;1278.6773;827.35792;2525.2554;915.22461;104.12375;12.412486;124.56278;153.83021;6.7169776;607.75074;8620.2344;1247.4976;1504.5745;852.18433;3277.1197;551.54932;91.359009;13.943869999999999;631.6001;31.273816;1506.2005;319.42823;217.30219;989.31348;835.78375;1.1241449000000001;1.0760367;10.043721;1.5577291;1892.9686;1.4718007;4.8641504;3.2386255;1653.4225;555.75611;6251.7618;397.72022;8.2984668;354.28321;802.26636;1.7228105999999999;646.88721;81.64;189.39675;781.94849;4.0884668;;408.86915;6437.25;2.8943287;540.68995;8460.75;230.58364;1778.2842;19.831661;150.71641;40098.52;16.147535;499.06812;11.27294;3.6027613;520.22925;26561.54;12791.723;513.3418;;;554.23218;108.38212;1.0287316;4.2940943;103.13433;468.80054;124.26325;44.591538;1635.8419000000001;488.70972;133.24706;722.52735;41921.61;419.78223;5596.9532;256.13282;1024.7403;6.9765845;3943.2083
